Product_ID,Product_Name,Price,Price_comparrison,Category,Benefits
74021317,Cây Cam Ngọt Của Tôi,81100,Giá từ 81.000 ₫,Sách tiếng Việt,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
274363543,Con Đường Chẳng Mấy Ai Đi,113000,Giá từ 132.000 ₫,Sách tư duy - Kỹ năng sống,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
187827003,Không Diệt Không Sinh Đừng Sợ Hãi (TB5),80400,Giá từ 85.400 ₫,Root,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
52789367,Nhà Giả Kim (Tái Bản 2020),63200,Giá từ 63.200 ₫,Tác Phẩm Kinh Điển Nước Ngoài,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
249875170,Hai số phận (bìa cứng),167000,Giá từ 187.000 ₫,Tiểu Thuyết Phương Tây,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
274031576,Series các tập ATTACK ON TITAN,43200,None,Root,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
95289208,Người Bà Tài Giỏi Vùng Saga,92200,Giá từ 94.720 ₫,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
3954355,Yêu Những Điều Không Hoàn Hảo,112000,Giá từ 118.000 ₫,Nhà Sách Tiki,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
263070154,Giải mã Hoóc-môn Dopamine,129000,Giá từ 168.000 ₫,Sách tư duy - Kỹ năng sống,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
273844986,"Nói Chuyện Là Bản Năng, Giữ Miệng Là Tu Dưỡng, Im Lặng Là Trí Tuệ",138000,None,Sách tiếng Việt,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
157432544,Giải Thích Ngữ Pháp Tiếng Anh (Với Bài Tập Và Đáp Án) (Tái Bản),144000,Giá từ 142.000 ₫,Ngữ pháp Tiếng Anh,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
247858753,Vùng Đất Quỷ Tha Ma Bắt,135000,Giá từ 142.000 ₫,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
202879294,Người Đàn Ông Mang Tên Ove (Tái Bản 2022),132000,Giá từ 128.000 ₫,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
272000024,MBA bằng hình (Trọn gói hai năm kiến thức quản trị kinh doanh qua trực quan sinh động),156870,Giá từ 146.000 ₫,Bài học kinh doanh,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
274728129,Vũ điệu rực lửa - Welcome to the Ballroom,36000,None,Root,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
13419678,Sách Đi Tìm Lẽ Sống (Tái Bản ),61700,Giá từ 70.400 ₫,Sách tiếng Việt,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
263513296,Bồi dưỡng Tiếng Anh 8 i-Learn Smart World,78000,None,English Books,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
52788072,Chiến Binh Cầu Vồng (Tái Bản 2020),87300,Giá từ 90.400 ₫,Tiểu Thuyết Phương Tây,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
57815506,Sách Tư Duy Ngược Dịch Chuyển Thế Giới,125000,Giá từ 124.600 ₫,Sách tiếng Việt,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
57325187,Sách Người Giàu Có Nhất Thành Babylon (Tái Bản 2020),45100,Giá từ 75.400 ₫,Sách tiếng Việt,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
186265449,Bạn Đang Nghịch Gì Với Đời Mình? (Tái Bản 2022),86900,Giá từ 99.200 ₫,Sách tư duy - Kỹ năng sống,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
54266567,Sách Nghĩ Giàu Và Làm Giàu (Bìa Mềm),77100,Giá từ 90.200 ₫,Sách tiếng Việt,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
100958457,Gieo Trồng Hạnh Phúc (Tái Bản),66800,Giá từ 70.900 ₫,Nghệ thuật sống,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
271380890,Đúng Việc,91200,None,Sách tư duy - Kỹ năng sống,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
117238177,Thư Viện Nửa Đêm,121000,Giá từ 127.000 ₫,Sách tiếng Việt,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
273819808,Tâm Lý Học Về Tiền,138000,None,Tài chính cá nhân,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
15267827,Hoàng Tử Bé (Tái Bản 2019),60000,Giá từ 60.000 ₫,Sách tiếng Việt,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
50322710,48 Nguyên Tắc Chủ Chốt Của Quyền Lực (Tái Bản 2020),145000,Giá từ 160.000 ₫,Sách tiếng Việt,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
59478514,Combo 2 Cuốn: Osho Đàn Ông + Osho Phụ Nữ,181000,Giá từ 181.000 ₫,Sách giáo dục,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
190843478,COMBO 4 - (TRÍ TUỆ CỦA NGƯỜI XƯA - ĐẠO LÝ NGƯỜI XƯA - HIỂU NGƯỜI để DÙNG NGƯỜI - CỔ HỌC TINH HOA) - MINH TRIẾT PHƯƠNG ĐÔNG,324000,Giá từ 582.000 ₫,Triết Học phương Đông,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
56365400,Đại Việt Sử Ký Toàn Thư Trọn Bộ (Tái Bản 2020),212350,Giá từ 165.000 ₫,Sách tiếng Việt,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
275702538,Chat GPT Thực Chiến,119000,Giá từ 143.650 ₫,Sách kỹ năng làm việc,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
73787185,Những Tù Nhân Của Địa Lý,169000,Giá từ 160.000 ₫,Sách tiếng Việt,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
26114399,"Nóng Giận Là Bản Năng , Tĩnh Lặng Là Bản Lĩnh",65000,Giá từ 75.000 ₫,Sách tiếng Việt,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
272449818,MANIFEST – 7 Bước Để Thay Đổi Cuộc Đời Bạn Mãi Mãi,64100,Giá từ 63.680 ₫,Sách tư duy - Kỹ năng sống,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
75307228,Sách OSHO Yêu - Being In Love - Yêu Trong Tỉnh Thức,118000,Giá từ 125.400 ₫,Nghệ thuật sống,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
3608625,Payback Time - Ngày Đòi Nợ,299000,None,Sách tiếng Việt,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
173357306,Sách 7 Thói Quen Tạo Gia Đình Hạnh Phúc,118000,Giá từ 125.800 ₫,Root,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
68350213,Chinh Phục Luyện Thi Vào 10 Môn Toán Theo Chủ Đề,159000,Giá từ 119.250 ₫,Sách tham khảo cấp II,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
190335975,Combo 2 cuốn Truyện Dành Cho Thiếu Nhi : Tuổi Thơ Dữ Dội - Tập 1 + 2 (Tái Bản),121000,Giá từ 119.000 ₫,Văn học thiếu nhi,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
273114488,Tư Duy Ngược,126000,Giá từ 125.300 ₫,Sách tư duy - Kỹ năng sống,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
42230121,Sách Hiểu Về Trái Tim (Tái Bản 2019) - Minh Niệm,134000,Giá từ 138.000 ₫,Sách tiếng Việt,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
275406600,Dẫn Dắt Một Bầy Sói Hay Chăn Một Đàn Cừu,137000,Giá từ 136.500 ₫,Root,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
3639597,Bước Chậm Lại Giữa Thế Gian Vội Vã (Tái Bản),66400,Giá từ 68.000 ₫,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
251772561,Thả trôi phiền muộn (TB) - Tác giả Suối Thông,84700,Giá từ 71.500 ₫,Phương pháp giáo dục Montessori,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
694094,Sách Lựa Chọn Nhiệm Màu - The Choice,73000,Giá từ 52.800 ₫,Sách tư duy - Kỹ năng sống,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
271061349,Cách đưa bạn trở thành siêu sao nơi công sở - How to Be the Employee Your Company Can't Live Without,249000,None,Sách tiếng Việt,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
210145963,Hạt Giống Tâm Hồn 7 - Những câu chuyện cuộc sống,53300,Giá từ 60.800 ₫,Sách tư duy - Kỹ năng sống,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
274932171,Tiếng Anh 12 i-Learn Smart World - Student's Book (Sách học sinh),88000,None,High School: Grades 10 - 12,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
190238356,Kỷ Luật Bản Thân,138000,Giá từ 160.650 ₫,Sách tư duy - Kỹ năng sống,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
274546151,Thư cho em,107000,Giá từ 118.600 ₫,Root,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
249875150,Hai số phận (bìa mềm),141000,Giá từ 155.000 ₫,Tiểu Thuyết Phương Tây,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
275408103,Chia Sẻ Từ Trái Tim (Thích Pháp Hòa),126000,Giá từ 142.800 ₫,Root,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
274649745,Luật Tâm Thức – Vũ Trụ Nhất Nguyên Luận,216000,Giá từ 273.600 ₫,Lĩnh vực khác,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
32490132,Một Đời Như Kẻ Tìm Đường,141000,Giá từ 140.000 ₫,Sách tiếng Việt,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
261982682,Cuộc cách mạng Glucose,114000,Giá từ 134.032 ₫,Sách Y Học Khác,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
12138656,Nghệ Thuật Tư Duy Chiến Lược,168000,Giá từ 167.300 ₫,Sách tiếng Việt,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
273346856,Một Đời Được Mất,97300,Giá từ 118.150 ₫,Sách tư duy - Kỹ năng sống,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
145288029,Xứ Cát,192000,Giá từ 149.400 ₫,Sách tiếng Việt,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
275717681,"Sách - Dành cho CEO, CMO, Trưởng phòng A-Z Cách xây phòng Marketing Online “Đo lường hiệu quả bằng từng chỉ số”",149000,None,Sách Marketing - Bán hàng ,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
184419723,Sapiens Lược Sử Loài Người (Tái Bản 2022),210000,Giá từ 220.150 ₫,Lịch Sử Thế Giới,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
185243205,Tiếng Anh 10 Bright Student's Book (Sách học sinh),69000,None,ELTs,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
4780917,Người Đua Diều (Tái Bản 2018),104000,Giá từ 98.000 ₫,Tiểu Thuyết Phương Đông,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
76013378,Storytelling With Data - Kể Chuyện Thông Qua Dữ Liệu (Cuốn Cẩm Nang Hướng Dẫn Trực Quan Hóa Dữ Liệu),240000,Giá từ 223.300 ₫,Sách tiếng Việt,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
139303869,Nghệ Thuật Tinh Tế Của Việc Đếch Quan Tâm (Tái Bản),92200,Giá từ 108.000 ₫,Sách tư duy - Kỹ năng sống,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
195545304,Khéo Ăn Nói Sẽ Có Được Thiên Hạ,84500,Giá từ 104.000 ₫,Kỹ Năng Giao Tiếp,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
275975628,Truyện tranh Dấu Ấn Hoàng Gia - Chang Book,160000,None,"Truyện Tranh, Manga, Comic","['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
79672197,Bí Mật Của May Mắn (Khổ Nhỏ)(Tái Bản),31500,Giá từ 31.500 ₫,Nghệ thuật sống,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
273844978,Thao Túng Tâm Lý,124000,Giá từ 143.650 ₫,Sách tiếng Việt,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
194960730,Nỗi buồn chiến tranh,105000,Giá từ 104.000 ₫,Tác Phẩm Kinh Điển Việt Nam,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
274931586,Tiếng Anh 9 i-Learn Smart World - Student's Book (Sách học sinh),80000,None,Middle School: Grades 6 - 9,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
77982982,Trí Tuệ Xúc Cảm,140000,Giá từ 148.450 ₫,Sách tiếng Việt,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
10005245,Đàn Ông Sao Hỏa Đàn Bà Sao Kim,140000,Giá từ 118.900 ₫,Sách tiếng Việt,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
275425047,Bồi dưỡng Tiếng Anh 9 i-Learn Smart World,78000,None,Foreign Language Study & Reference,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
199216988,Càng Bình Tĩnh Càng Hạnh Phúc,102000,Giá từ 99.880 ₫,Nhà Sách Tiki,"['Được đồng kiểm khi nhận hàng', '<b>Được hoàn tiền 200%</b> nếu là hàng giả.', 'Đổi trả miễn phí trong 30 ngày. Được đổi ý.']"
